"workerid","spinnerID","payoff1","payoff2","payoff3","prob1","prob2","prob3","win","winProb","reactionTime","outcomeEstimate1","outcomeEstimate2","outcomeEstimate3"
87,9,15,70,80,0.45,0.29,0.26,80,0.26,17234,1,9,7
43,38,20,50,90,0.3,0.18,0.52,50,0.18,23094,8,6,1
93,8,15,70,80,0.49,0.27,0.24,70,0.27,19451,3,6,8
53,27,15,50,75,0.25,0.38,0.37,75,0.37,10504,4,7,8
47,29,40,65,100,0.38,0.34,0.28,65,0.34,19253,1,9,1
106,4,10,35,75,0.5,0.31,0.19,10,0.5,29652,9,2,1
67,42,0,40,95,0.26,0.42,0.32,95,0.32,35357,1,7,4
122,29,40,65,100,0.38,0.34,0.28,65,0.34,8765,7,3,1
81,22,20,60,90,0.32,0.16,0.52,20,0.32,12432,4,6,8
22,36,30,50,90,0.39,0.25,0.36,90,0.36,40294,1,3,9
69,31,45,60,90,0.54,0.3,0.16,45,0.54,13019,2,7,8
56,22,20,60,90,0.32,0.16,0.52,20,0.32,32966,8,7,1
35,39,20,50,90,0.32,0.18,0.5,90,0.5,25397,1,9,1
50,22,20,60,90,0.32,0.16,0.52,20,0.32,128404,7,3,1
114,47,55,70,85,0.28,0.51,0.21,70,0.51,12061,7,5,1
2,16,25,60,100,0.45,0.37,0.18,25,0.45,21646,9,3,1
27,45,10,50,75,0.6,0.24,0.16,75,0.16,10568,1,7,9
76,24,20,60,90,0.33,0.2,0.47,90,0.47,55524,9,3,3
23,29,40,65,100,0.38,0.34,0.28,65,0.34,11364,5,9,4
96,26,15,50,75,0.24,0.4,0.36,50,0.4,56946,3,7,3
52,39,20,50,90,0.32,0.18,0.5,90,0.5,14582,3,4,8
95,35,30,50,90,0.41,0.24,0.35,50,0.24,14930,3,7,1
49,48,55,70,85,0.25,0.52,0.23,85,0.23,12586,9,6,1
15,38,20,50,90,0.3,0.18,0.52,50,0.18,16276,2,8,7
20,48,55,70,85,0.25,0.52,0.23,85,0.23,17186,1,2,9
88,13,30,50,95,0.31,0.25,0.44,30,0.31,11487,8,3,1
55,29,40,65,100,0.38,0.34,0.28,65,0.34,26693,4,7,1
58,3,0,30,60,0.41,0.37,0.22,60,0.22,24733,1,3,8
90,41,0,40,95,0.27,0.4,0.33,40,0.4,12706,1,8,5
105,41,0,40,95,0.27,0.4,0.33,40,0.4,42634,1,7,5
7,38,20,50,90,0.3,0.18,0.52,50,0.18,14296,7,5,1
46,28,40,65,100,0.36,0.4,0.24,40,0.36,14308,9,2,1
89,24,20,60,90,0.33,0.2,0.47,90,0.47,23855,2,9,5
63,7,15,70,80,0.47,0.28,0.25,15,0.47,24951,9,1,1
14,36,30,50,90,0.39,0.25,0.36,90,0.36,9201,1,3,9
4,31,45,60,90,0.54,0.3,0.16,45,0.54,17010,9,1,1
92,28,40,65,100,0.36,0.4,0.24,40,0.36,16964,3,9,2
84,30,40,65,100,0.37,0.32,0.31,100,0.31,19850,9,2,1
91,41,0,40,95,0.27,0.4,0.33,40,0.4,49056,2,9,2
119,5,10,35,75,0.515,0.3,0.185,35,0.3,137004,3,8,2
21,13,30,50,95,0.31,0.25,0.44,30,0.31,25743,9,6,1
116,48,55,70,85,0.25,0.52,0.23,85,0.23,59387,2,6,8
101,50,50,75,90,0.32,0.5,0.18,75,0.5,65651,8,6,3
100,27,15,50,75,0.25,0.38,0.37,75,0.37,30966,1,4,8
68,26,15,50,75,0.24,0.4,0.36,50,0.4,27765,2,8,1
73,9,15,70,80,0.45,0.29,0.26,80,0.26,12389,1,7,9
12,16,25,60,100,0.45,0.37,0.18,25,0.45,35098,9,3,1
77,28,40,65,100,0.36,0.4,0.24,40,0.36,19454,2,7,2
97,42,0,40,95,0.26,0.42,0.32,95,0.32,32282,1,6,8
74,44,10,50,75,0.58,0.24,0.18,50,0.24,30259,1,7,2
111,2,0,30,60,0.42,0.31,0.27,30,0.31,30046,1,9,1
102,29,40,65,100,0.38,0.34,0.28,65,0.34,21160,5,8,1
5,16,25,60,100,0.45,0.37,0.18,25,0.45,21502,5,1,1
113,6,10,35,75,0.5,0.32,0.18,75,0.18,23080,1,8,6
94,46,55,70,85,0.26,0.53,0.21,55,0.26,23184,7,4,1
42,39,20,50,90,0.32,0.18,0.5,90,0.5,42745,5,8,8
62,30,40,65,100,0.37,0.32,0.31,100,0.31,17870,2,9,6
18,20,25,45,80,0.26,0.32,0.42,45,0.32,26573,2,9,2
117,26,15,50,75,0.24,0.4,0.36,50,0.4,34053,2,8,4
79,44,10,50,75,0.58,0.24,0.18,50,0.24,22298,2,9,1
83,1,0,30,60,0.38,0.36,0.26,0,0.38,35973,2,5,1
30,14,30,50,95,0.33,0.29,0.38,50,0.29,11804,6,7,5
32,31,45,60,90,0.54,0.3,0.16,45,0.54,14744,4,6,4
31,41,0,40,95,0.27,0.4,0.33,40,0.4,10897,1,8,1
121,29,40,65,100,0.38,0.34,0.28,65,0.34,32521,9,5,1
70,13,30,50,95,0.31,0.25,0.44,30,0.31,149359,4,8,7
103,48,55,70,85,0.25,0.52,0.23,85,0.23,47320,3,7,5
110,32,45,60,90,0.52,0.29,0.19,60,0.29,40778,1,9,5
11,1,0,30,60,0.38,0.36,0.26,0,0.38,9090,8,2,1
45,48,55,70,85,0.25,0.52,0.23,85,0.23,25298,1,5,9
54,42,0,40,95,0.26,0.42,0.32,95,0.32,13112,1,2,9
86,42,0,40,95,0.26,0.42,0.32,95,0.32,34301,9,9,7
26,45,10,50,75,0.6,0.24,0.16,75,0.16,6088,1,6,7
118,6,10,35,75,0.5,0.32,0.18,75,0.18,9038,7,2,3
66,47,55,70,85,0.28,0.51,0.21,70,0.51,15641,4,5,8
51,43,10,50,75,0.55,0.28,0.17,10,0.55,18243,8,3,1
120,1,0,30,60,0.38,0.36,0.26,0,0.38,15296,9,4,1
78,45,10,50,75,0.6,0.24,0.16,75,0.16,18535,1,3,8
8,20,25,45,80,0.26,0.32,0.42,45,0.32,8384,1,5,4
57,11,20,45,70,0.41,0.35,0.24,45,0.35,21836,2,6,1
17,50,50,75,90,0.32,0.5,0.18,75,0.5,8388,6,9,6
108,37,20,50,90,0.28,0.19,0.53,20,0.28,21968,9,4,1
64,40,0,40,95,0.27,0.38,0.35,0,0.27,13006,9,2,1
25,33,45,60,90,0.5,0.3,0.2,90,0.2,35433,1,6,9
98,17,25,60,100,0.42,0.38,0.2,60,0.38,19891,2,7,9
19,36,30,50,90,0.39,0.25,0.36,90,0.36,57404,1,8,9
80,11,20,45,70,0.41,0.35,0.24,45,0.35,10984,5,8,4
75,43,10,50,75,0.55,0.28,0.17,10,0.55,17528,8,3,2
10,28,40,65,100,0.36,0.4,0.24,40,0.36,24791,5,8,2
9,26,15,50,75,0.24,0.4,0.36,50,0.4,28232,7,5,2
60,35,30,50,90,0.41,0.24,0.35,50,0.24,20999,6,4,8
109,24,20,60,90,0.33,0.2,0.47,90,0.47,32386,2,4,7
61,11,20,45,70,0.41,0.35,0.24,45,0.35,22319,9,2,1
65,46,55,70,85,0.26,0.53,0.21,55,0.26,9879,7,5,6
